歌手名字,薛之谦
547973234,真夏のセツナ - (TV动画《DARLING in the FRANXX》ED2)
862098474,ダーリン - (TV动画《DARLING in the FRANXX》ED6)
551338729,escape(TV size) - (TV动画《DARLING in the FRANXX》ED5)
542697133,Beautiful World (TV size) - (TV动画《DARLING in the FRANXX》ED3)
536570809,真夏のセツナ (TV size) - (TV动画《DARLING in the FRANXX》ED2)
573577421,ダーリン(TV size) - (TV动画《DARLING in the FRANXX》ED6)
歌手名字,moumoon
28593339,Sunshine Girl
22797006,Sunshine Girl ～English Ver.～
30251429,"Hello,shooting-star - (TV动画《暗杀教室》ED1 / TVアニメ「暗殺教室」第1期ED1)"
779583,Brilliant days
22796994,YAY
779486,moonlight
1311319365,ひとつだけ、
1294924936,あふれる光 - (光彩洋溢 (TV动画《梦王国与沉睡中的100位王子殿下》片头曲))
779785,Do you remember?
26085817,どこへも行かないよ - (日剧《勇者义彦和恶灵之钥》片尾曲 / ドラマ『勇者ヨシヒコと悪霊の鍵』EDテーマ)
779378,Chu Chu - (啾啾)
779341,マカロン - (马卡龙)
509726460,moonlight-Binaural recording ver.- (acoustic selection -ACOMOON-)
779224,Wild Child - (TV动画《游戏王ZEXAL》片尾曲 / TVアニメ「遊☆戯☆王ZEXAL」ED)
779585,天国に一番遠い場所 - (距离天国最遥远的地方)
1311345319,愛の音 - (爱之音)
507116307,トモダチ/コイビト - (朋友/恋人)
30251430,BF - (日剧《亲密姐妹》片头曲 / フジテレビ系木曜劇場「ディア・シスター/Dear Sister」主題歌)
543987004,Flyways
543987008,Heart
1294890000,summer time
22797004,トモシビ - (灯火)
509728460,Cinderella (acoustic selection -ACOMOON-)
1294924937,Never look back
1311345322,青い月とアンビバレンスな愛 - (蓝月与举棋不定的爱)
33369080,It's Our Time
507114298,Flowers
507116320,"Hello, shooting-star"
28884419,I'm Scarlet - (日剧《东京绯红:警视厅NS系》主题曲)
1311345318,Yes
22797020,PINKY RING
26082677,follow me
545190021,Triangle
779182,儚火 - (霎那烟火)
26085818,緑の道 - (翠绿道路)
509726450,pride (acoustic selection -ACOMOON-)
1311347318,ラヴソング
33369081,IROIRO - (日剧《某天、鸭子巴士》主题曲 / NHKプレミアムドラマ「ある日、アヒルバス」主題歌)
522529644,Let it shine - (电视剧《砾石》主题曲 / ドラマ「石つぶて ～外務省機密費を暴いた捜査二課の男たち～」主題歌)
543987005,Serendipitous
1294899944,『Love is Everywhere』
22796999,Destiny
22797039,一期一会
544000985,Circulation
28196690,I Say You Say I LOVE You - (I Say You Say I ♥ You)
544000984,声
1294890003,SPARK
1294899942,エターナル - (Eternal)
1294899943,ハートビート - (Heartbeat)
28240061,エメラルドの丘 - (翡翠山丘)
歌手名字,CLIFF EDGE
22722555,Endless Tears
26115875,Endless Tears feat.中村舞子
26096581,White Sweet Love
41645156,Endless Tears ~終わらないメロディー~ feat. メロディー・チューバック
22722560,会いたくて、素直になれなくて feat.中村舞子
26116443,サヨナラ I Love You feat. jyA-Me
22722564,Anniversary feat.石川マリー
41645158,キラリ⭐未来へ
30070013,Kiss and Cry ~もうひとつの物語~ feat. Tiara
22722547,You're The Only One PT.2~
30070018,栄光のランナー feat. 松本栄子
36025138,FIRE [Bonus Track]
26116452,The Distance feat. 中村舞子 (UTA Remix) - remix
41645155,あなたの声が聞こえる
41645165,Bye Bye feat. No.6
26116444,Million KISS ~skit~
28187736,Angel feat. Nakamura Maiko
22722561,NO LIMIT ~勇気をキミに~
22722567,DJ GEORGIA presents CLIFF EDGE “LOVE □ WORDS” Non Stop Mix - remix
22722548,Best of LOVE ~skit~
22722549,LOVE LOVE FEVER
22722550,LIV ~大切なあなたへ~
22722551,离さないで
22722552,また二人で... ~あの日の帰り道~
22722553,Power of LOVE ~skit~
22722554,SA.YO.NA.RA ~君を忘れないよ~
22722556,男女のすれ违ひ (2010)
22722557,DAYS ~You're The Only One PT.3~
22722558,100 LOVES
22722559,10年先も、100年先も...
26116440,誓い
26116441,U & me ~幸せのカタチ~ feat. 中村舞子
26116442,Forever Love
26116445,KISS! KISS!! KISS!!!
26116446,大好きだったキミへ feat. Lil’B
26116447,100万回のメリークリスマス
26116448,Believe ~梦のカケラ~
26116449,“お”やってる!? ライダー
26116450,With... ~skit~
26116451,君のために・・・ ~You’re the only one Pt.4~
26116453,PARTY RAP DANCE (INP Remix) - remix
26116454,STAY TOGETHER
26115886,U & me 〜幸せのカタチ〜 feat.中村舞子
28187730,Opening~Time has come~
28187731,Kimi Kara no Okurimono
28187732,JAM ~Zetsubou no Yoru o Koete~
28187733,LIFE
28187734,Rokudenashi Memories
28187735,SSS
28187737,"Neverending Memories feat. Dejikatto, KingrassHoppers, BIRTH"
歌手名字,YUC'e
446512251,永久の宴
459733605,深淵のマーメイド 
450222919,戦国HOP
442314037,Cinderella Syndrome
469744526,ヘンゼルとグレーテルの森
479198275,macaron moon
1300595165,Summer Night Hiking
442314035,Tick Tock
431259048,Summer Lover!!
516657174,Maple Trick
431259049,真夏のドラマチック
442589239,Future Candy (Ujico Snail's House Remix)
416011123,アルケの悲しみ
515455095,Future Cαke
441491994,POISON
479198277,Cappuccino
479198276,Night Club Junkie
454730257,MUDPIE
443875642,Future Cαndy (Kaivaan Remix)
442314036,Ghost Town
466332093,Crazy Sprinkle Friends (Tenkitsune Remix)
416011132,Hello Say Hello
515454096,intro-duck-tion!!
416011137,はるたび
28983495,Wicked Irie
469699632,深淵のマーメイド
557583064,Cinderella Syndrome -sweet ver-
416011131,バイバイ
431096849,この世界最後の勇者
416011133,眠り姫
1313102046,Sign
485960121,Sunset Tea Cup
516657175,Sparkle Rain
500392581,Mizutama
431259051,シュガーマリオネット
442314034,Intro
416011125,スートトラップ
500392579,Mint Comet
1313104068,Honey Bee
431259050,CLEAR
477839695,Tick Tock - Nor remix
416011134,SOS
543612342,the Love Bug (YUC'e Remix)
574919279,Baby Pink
1313052158,STEVIA
469065596,Future Cider
570296332,Let it snow! YUC'e Remix
1313052159,Journey
557581054,SO GOOD
515455096,わたあめパレード
歌手名字,Alstroemeria Records
22645196,Bad Apple!!
22645181,Alice Maestera
22645087,of memories
32737684,サクラ・ホライズン(BEATLESS)
32737683,Doll of Misery
412785549,DARKNESS POWER - (原曲：東方封魔録 ~ やみのちから)
412785553,WORLD THOERY - (原曲：東方夢時空 ~ 非統一魔法世界論)
22645117,Dreaming
22645094,End of Daylight
32737678,Regret
22645121,Dolls
28528679,LIGHTS - (Original)
412785550,STAND UP! - (原曲：東方妖々夢 ~ 遠野幻想物語)
687415,Maple Dream…
32737679,Temper
412785552,DOUBLE CHERRY BLOSSOM - (原曲：東方妖々夢 ~ さくらさくら 〜Japanize Dream)
22645122,The Last Judgement
22645093,Lunatic Princess
22645103,Lotus Road
32737677,Lost Emotion
22645088,Romantic Fall
22645184,Cheek Colours
22645033,IN THE FLICKERING
22645046,ICEMILK MAGIC
688339,竹取飞翔
412785555,RED SOUL - (原曲：東方紅魔郷 ~ ほおずきみたいに赤い魂／Guitar OCR(ALADDIN))
22645060,Ancient
32737682,Peaceful Romancer
412785551,BACKCUT GIRL - (原曲：東方怪綺談 ~ the last judgement／Guitar OCR(ALADDIN))
412785548,ICE BREAK - (原曲：東方紅魔郷 ~ おてんば恋娘)
32897013, NIGHTFALL
22645092,"Reflection, Flower View (Syrufit Remix) - remix"
32897008, MANIACAL DEGREE
22645119,Shanhai Alice in 1884
28528685,UNCANNY STORY
688269,Flowering Night (フラワリングナイト/东方花映冢より)
22645043,Snowy Cherry
688403,幽雅に咲かせ、墨染の桜 ~ Border of Life
687420,1884
688314,红桜~Eastern Dream...
412785554,MAGIC LOVE - (原曲：東方夢時空 ~ 魔法鐘愛)
22645118,Dark Road
686968,Necro Fantasia 美里 - (原曲：ネクロファンタジア)
22645110,Twilight Tea Room
32737680,COMO
22645085,Fire
32737681,"Deeper Than Your Eyes, Farther Than Platinum Moon"
22645190,Lovelight
22645067,"your smile,your face, your lies, your love"
32897010, CHECK THIS OUT
歌手名字,ササノマリイ
509135740,クビナワ
29582961,オノマトペメガネ
443875425,タカラバコ - (TV动画《夏目友人帐 五》片头曲 / TVアニメ「夏目友人帳 伍」OPテーマ)
429261717,Coffee
429210870,I Miss You
33527034,きかせたいのは
1324144313,Muimi
29582959,戯言スピーカー
29582966,戯言スピーカー English Ver.
29582960,自傷無色
33527033,共感覚おばけ
33527038,てのひらワンダーランド
484249509,歩道橋と走馬燈
29582965,シノニムとヒポクリト
29582964,弾けないギターを片手に
482636495,タカラバコ (TVサイズ) - (TV动画《夏目友人帐 五》OP主题曲 / TVアニメ「夏目友人帳 伍」オープニングテーマ)
451981139,共感覚おばけ(Exit From a Loop of Regret)
451991107,Re:verb
29582963,ハルニキミト
33527040,ライア
429261716,M(Other)
33527039,公園と少女
484249512,"game of life (To be, or not to be)"
443876426,タカラバコ (chill out still out)
29582962,ふたりで。
33527037,サニーサニー
484249510,空と散歩
443876425,透明なコメット
33527035,あいのうた
484249511,Halo Hello Continue
429210871,戯言スピーカー (In Synonym)
33527036,アンブレラ
443875426,バイバイ
451981140,戯言スピーカー(in synonym)
33527032,オバケトオモチャバコ
451991108,Temporary
423228240,Re：verb
歌手名字,STEREO DIVE FOUNDATION
28018269,Daisy - (TV动画《境界的彼方》片尾曲 / TVアニメ「境界の彼方」EDテーマ)
33361551,Renegade - (TV动画《黑街》片头曲 )
41645550,Genesis - (TV动画《Dimension W -第四次元-》片头曲 / TVアニメ『Dimension W』OP)
33361553,Dropping Melodies
31478675,対竜兵装マルドゥーク
26385243,誠凛高校バスケ部
26385245,逆襲
810151,blue choir
26385268,接戦
1308818678,boys and girls
35090891,Renegade - TSUTCHIE Remix
31478643,白のリヴァイアサン
28253230,AXIS
33361552,Fabiana
399367796,Dropping melodies
810210,simple ease
28018270,Two divided Rainbow
31478665,ミドガルズオルム
31478644,物部悠
31478657,夜想曲――涙の真実
31478650,裸でドッキリ
28018433,Push me into circles
31478652,いざ行かん、清らかな乙女達の下着スポットへ!
26385271,奮闘
810096,band of fate
810108,a mystery
28253232,AXIS -acoustic feat.RUCO-
31478669,双翼の杖――ケリユケイオン
810088,lonesome
810092,calm flower
41667296,PRISM FLAVOR
31478676,アンリミテッド・ファフニール
40915223,創声
41645551,Handling
810118,loop creation
810068,omka
810073,white wing
810083,in the wind
810100,black dance
810104,fear to
810111,buraiha
810115,trapped
810121,angel note
810123,walk by
810126,cigarettes
810129,phantasm
810137,the beginning
810141,sympathy
810145,whisper
810148,blackhole
歌手名字,TAMUSIC
33913797,only my railgun - (TV动画《某科学的超电磁炮》OP1 / TVアニメ「とある科学の超電磁砲」OP1)
849739,东方萃梦想
849691,幽雅に咲かせ、墨染の桜
849025,MEMORIA Piano Violin ver.
849117,Bad Apple!!(东方幻想郷)
28411430,鳥の詩～Classic～ - (『AIR』より)
33913800,紅蓮の弓矢 - (TV动画《进击的巨人》OP1 / TVアニメ「進撃の巨人」OP1)
849211,“キュウベエの営业テーマ” Copy ver.
849835,潮鸣り
1311329797,fripSide-とある科学の超電磁砲 only my railgun(Mashup)（Dev·鸢 / TAMUSIC / ぐるたみん / 南條愛乃 / opalnosa remix）
849024,oath sign Piano Violin ver.
33913792,コネクト - (TV动画《魔法少女小圆》OP / アニメ「魔法少女まどか☆マギカ」OP)
33913798,残酷な天使のテーゼ - (动画《新世纪福音战士》OP / アニメ「新世紀エヴァンゲリオン」OP主題歌)
408140786,恋は渾沌の隷也 - (动画《潜行吧！奈亚子W》OP / アニメ「這いよれ! ニャル子さんW」OP)
849840,小さな手のひら - (小小的手心)
849893,鸟の诗
849131,砕月(东方绯想天)
505474500,忘れ去られた記憶 ~前前前世イメージ ピアノヒーリングver.~
849731,少女绮想曲 ~ Dream Battle
849905,汐
497131723,前前前世
849807,最后はいつものやつで缔め!! (原曲:东方萃梦想→童祭→砕月)
849696,夏影
849034,to the beginning Piano Violin ver.
849599,稲田姫様に叱られるから
849119,亡き王女の为のセプテット(东方红魔郷)
849603,少女が见た日本の原风景
849701,理
28547188,春色小径 ～ Colorful Path -博麗 霊夢のテーマ- - (東方花映塚)
26521145,炉心融解 feat
28047013,仲間を求めて
22724074,一番の宝物 (Angel ver.)
849702,緑
26454217,信仰は儚き人間の為に(東方風神録)
848952,FF13 / FINAL FANTASY XIII -The Promise-
849693,"竹取飞翔/Help me, ERINNNNNN!!"
849035,oath sign Orchestra ver.
408140784,自由の翼 - (TV动画《进击的巨人》OP2 / TVアニメ「進撃の巨人」OP2)
849212,“コネクト” Violin×Piano×Bass ver.
28047019,クリスタルタワー
848958,FF4 / Theme of love – Rydia
28547182,東方のテーマによるウェディング -タイトル画面テーマ- - (東方project)
26454218,神々が恋した幻想郷(東方風神録)
35729362,瑠璃色の東方幻想郷 - (東方project)
849935,Last regrets(原曲:Kanon)
850051,上海红茶馆 ~ Chinese Tea
850132,“宵暗の歌姫~Darkness 手羽先~”
35779153,月時計 -四重奏-
412785212,童祭
29910150,少女綺想曲
歌手名字,ボイジャー
494645652,GEEDの証
433681718,オーブの祈り - (《欧布奥特曼》主题曲)
39449377,ウルトラマンギンガの歌
4930980,すすめ!ウルトラマンゼロ
494645654,キボウノカケラ
494642705,フュージョンライズ! (ボーナス・トラック)
468877516,GO AHEAD~すすめ!ウルトラマンゼロ~
422790561,Shine your ORB
34077456,ウルトラマンX
33051576,みんな大好きなウルトラマン (Vocal Retake)
33051557,キラメク未来~夢の銀河へ~
422790569,Unite~君とつながるために~ - (《剧场版 艾克斯奥特曼 来了！我们的奥特曼》主题曲)
4930982,英雄
748070,キラメク未来
33051559,ウルトラマンビクトリーの歌
4930981,新しい光
477250056,星たちの奇跡
502706187,ウルトラマンビクトリーの歌 2015
447925738,キラメク未来 ~夢の銀河へ~
406347725,ウルトラマンメビウス
502706186,ウルトラマンギンガの歌 2015
39449471,ウルトラマンギンガの歌〜千草ver.〜
39449472,キラメク未来〜夢の銀河へ〜TVサイズ1
406347669,Unite～君とつながるために～
406347674,キラメク未来～夢の銀河へ～
406347724,目覚めよウルトラマンティガ
422790570,フュージョンファイト!
27506190,私立 降星小学校校歌
39449475,ウルトラマンビクトリーの歌2015〜ウルトラマンギンガの歌2015
33051560,Over The Horizon
406347673,奴らがウルティメイトフォースゼロ
494642704,ウルトラスマイル! (Studio Live)
748074,ウルトラ スマイル!!
406346723,Right High
406346776,ウルトラマンビクトリーの歌2015～ウルトラマンギンガの歌2015
33051566,奴らがウルティメイトフォースゼロ!
447926738,Unite ~君とつながるために~
39449473,キラメク未来〜夢の銀河へ〜TVサイズ2
447926741,Rising High
433681720,キラメク未来 ～夢の銀河へ～
33051561,Power of voice
477251024,星たちの奇跡 [Minus-one]
33051571,ウルトラ音頭でシュワッチ!!
494645689,星たちの奇跡 [TV Size]
502706172,ウルトラセブンのうた (ウィンターバージョン)
502706173,ウルトラマンのうた (ウィンターバージョン)
33051567,ウルトラスマイル!!
33051570,帰ってきたウルトラマン体操
33051569,ウルトラマン80体操 ~YOU ARE THE HERO~
歌手名字,VOCALOID
4888328,炉心融解
26212264,夺い想うフタリ
29491235,ハートアラモード
4885036,1/6
4884807,Mr.Music
28828057,CONNECT(Short Ver.) - (心的连接)
860542,PONPONPON 
4888340,Innocence
4888333,ココロ
4890956,桜の季节
40729187,Hard On
4890967,もっと 伸びろ ぼくの 动画
4890958,トルコ行进曲-オワタ\(^o^)/
4888337,VOiCE
4884557,蔷薇列车
4888242,监禁、调教、ビーフシチュー
4888334,右肩の蝶
4890973,from Y to Y
4886146,Alice
27510177,魔女的舞宴
4890954,私の时间
4888335,Promise
4887790,お砂糖mogmog
4890858,Star Story (GAME edit)
4890854,雨のちSweet*Drops
27510175,迷鸟
27510179,葬花(Bad Apple!!民乐Remix) - remix
29109017,巷
27510413,欠一个拥抱
28103414,守护 - (《龙之谷》世界杯战歌)
27510176,不对等恋爱
4892467,星のカケラ
31514073,ELECT
29460982,曖昧劣情Lover
29109020,清风醉梦
29091334,粘着系男子の15年ネチネチ
29491273,夢の続き
4890845,Dear cocoa girls
4888250,杀人ロイド
29043151,千本桜 (オリジナルカラオケ)
29491277,Glory 3usi9
29109015,扬州殇
29460983,HOMEROOM
4886139,ロミオとシンデレラ
4890952,カンタレラ
4888325,愛言葉
32288795,コールアフター
31514079,てんしょう しょうてんしょう
29460985,イノコリ先生
29109019,弑月
歌手名字,Aqours
864100874,"Thank you, FRIENDS!! - (『ラブライブ! サンシャイン!! Aqours 4th LoveLive! ～Sailing to the Sunshine～』テーマソング)"
421160925,青空Jumping Heart - (TV动画《Love Live! Sunshine!!》片头曲 / TVアニメ『ラブライブ!サンシャイン!!』オープニング主題歌)
448916074,Daydream Warrior
520458911,MY舞☆TONIGHT - (TV动画《Love Live! Sunshine!!》第3集插曲 / TVアニメ「ラブライブ! サンシャイン!!」第3話挿入歌)
469699072,HAPPY PARTY TRAIN
514543403,未来の僕らは知ってるよ - (TV动画《Love Live! Sunshine!!》第二季片头曲 / TVアニメ「ラブライブ! サンシャイン!!」第2期OPテーマ)
429348296,未熟DREAMER - (TV动画《Love Live! Sunshine!!》第九集插曲 / TVアニメ『Love Live! Sunshine!! 』第9話挿入歌)
410821994,恋になりたいAQUARIUM
426850013,ユメ語るよりユメ歌おう - (TV动画《Love Live! Sunshine!!》片尾曲 / TVアニメ『ラブライブ! サンシャイン!!』エンディング主題歌)
530986051,WATER BLUE NEW WORLD - (TV动画《Love Live! Sunshine!!》第12集插曲 / TVアニメ「ラブライブ! サンシャイン!! 2nd Season」第12話挿入歌)
864100875,No.10
410821995,待ってて愛のうた
518094538,勇気はどこに?君の胸に! - (TV动画《Love Live! Sunshine!!》第二季片尾曲 / TVアニメ「ラブライブ! サンシャイン!!」第2期EDテーマ)
439911022,想いよひとつになれ - (TV动画《Love Live! Sunshine!!》第11集插曲 / TVアニメ「ラブライブ！サンシャイン!!」第11話挿入歌)
35090743,君のこころは輝いてるかい?
461518856,スリリング・ワンウェイ - (Thrilling One-Way)
514543404,君の瞳を巡る冒険
439121974,MIRAI TICKET - (TV动画《Love Live! Sunshine!!》第13集插曲 / TVアニメ「ラブライブ！サンシャイン!!」第13話挿入歌)
469410951,SKY JOURNEY
524152664,Awaken the power - (TV动画《Love Live! Sunshine!!》第9集插曲 / TVアニメ「ラブライブ! サンシャイン!! 2nd Season」第9話挿入歌)
862098980,キセキヒカル
530995020,WONDERFUL STORIES - (TV动画《Love Live! Sunshine!!》第13集插曲 / TVアニメ「ラブライブ! サンシャイン!! 2nd Season」第13話挿入歌)
862102960,ホップ・ステップ・ワーイ! - (Aqours Hop! Step! Jump! Project! 主题曲)
469410952,少女以上の恋がしたい
520460872,MIRACLE WAVE - (TV动画《Love Live! Sunshine!!》第6集插曲 / TVアニメ「ラブライブ! サンシャイン!!」第6話挿入歌)
518896018,"""MY LIST"" to you!"
426850014,サンシャインぴっかぴか音頭
421160927,ハミングフレンド
487379326,Landing action Yeah!!
35090745,Step! ZERO to ONE
442314572,ジングルベルがとまらない - (不会停止的Jingle Bell)
442315497,聖なる日の祈り - (圣日的祈祷)
467952010,太陽を追いかけろ!
410821996,届かない星だとしても
35090744,Aqours☆HEROES
431855593,Pops heartで踊るんだもん!
534066365,勇気はどこに? 君の胸に!
36117525,Aqours - 君のこころは輝いてるかい? (Bootleg Remix)
437605449,空も心も晴れるから (Off Vocal)
429348297,夢で夜空を照らしたい (Off Vocal)
442315500,ほんとのクリスマスパーティー - (Drama)
410822000,ゆったりたっぷり! 深海水族館
562598270,Opening Animation
442314574,戦場なメリークリスマス - (Drama)
1297750120,ドラマパート 全力キャンプ! 沼津市営球場
423406093,ダイスキだったらダイジョウブ! (Off Vocal)
495220183,南天の白き千歌と果南
534066370,勇気はどこに ? 君の胸に!
1297742132,極限サバイブ! 鮎壷の滝
1297742133,渾身アタック! 大竜宮城
歌手名字,KinKi Kids
758262,硝子の少年
757782,ボクの背中には羽根がある
534067483,Topaz Love
757065,爱のかたまり
454438177,雪白の月
439915397,道は手ずから夢の花
28059249,WELCOME
454435268,もう君以外愛せない
758247,爱されるより 爱したい
758086,フラワー
22826680,ひとりじゃない - (《金田一少年事件簿》ED)
454435259,愛のかたまり(M album Ver.)
454435261,Anniversary
432509137,薔薇と太陽
757259,Harmony Of December
454435271,銀色 暗号
22826589,風のソネット
534066466,DESTINY - (动画《时间飞船 逆袭的三恶人 》OP/日本テレビ系列のアニメ『タイムボカン 逆襲の三悪人』のタイアップソング)
454435255,むくのはね
29787341,恋涙
432506168,陽炎 ~Kagiroi
531040849,Next to you
432509138,ホタル
22826571,危険な関系
757840,欲望のレイン
29787324,Want you
454435260,薄荷キャンディー
29787336,雨のMelody
423227064,Fall Dance
22826662,MY WISH
756944,スワンソング
757639,solitude 〜真実のサヨナラ〜
758207,全部だきしめて
534067484,哀愁のブエノスアイレス
490182441,The Red Light
757610,月夜ノ物语
33190678,I
756998,the EDGE of the WORD
454438179,青の時代
757096,Kissからはじまるミステリー
757756,情热
756854,君と仆のうた
432509142,なんねんたっても
757247,Harmony of December
534064499,CLASSIC
757239,Parental Advisory Explicit Content
27876771,雨虫
29787340,Bonnie Butterfly
757842,KinKi Kids forever
758109,"やめないで,PURE"
歌手名字,M.Graveyard
786262,you - (TV动画《寒蝉鸣泣之时 解》原声)
786259,Confession
29011255,you - 2014再ミックス Thanks／you ver. -
786091,雨
28306025,Hope
786285,feel
786250,Thanks
786094,hope(Ver0.5)
786235,乖离
785917,苍色の冷笑
785732,鹰野の许された日
27735559,生まれてきてくれてありがとう
785980,ALIVE
786265,空夢
786251,Iru
786268,そらのむこう
786252,陰
786015,birth of a new witch
785753,aris
786018,thanks for all people
786278,夢想
786254,Soul scour
785884,十四夜(dai:未使用曲)
28306041,Core
785906,雾のピトス(full)
786040,あなたが生まれた日
786063,叶わない梦を见続けて
27692202,you -ありがとう-クインテット
785876,一期(dai:未使用曲)
27735574,Towering cloud in summer
27735582,happiness of marionette
22746915,you -destructive - (黄金夢想曲収録曲)
785810,爱しを渡るは黄昏ぞ(OPテーマ Full)
27692200,hello
28306024,HANE
785849,冥暗境界线
27735584,夏の扉
22746929,Solitude
27735578,月うさぎの舞踏
29011261,光へ - (Gray-you-gray arrange ver.)
785919,名探侦は知っている
785969,青い蝶
786186,you-destructive
27735573,Answer
411500602,生まれてきてくれてありがとう (new recording) - (原曲：生まれてきてくれてありがとう(うみねこのなく頃に解 EP3より))
786275,月影(arrange)
786020,ウサンノカオリ
785946,约束(musicbox Ver)
786298,想い
785932,Final Answer(Full)
歌手名字,スピッツ
818186,空も飛べるはず - (日剧《白线流》主题曲)
816448,さよなら大好きな人
818073,ロビンソン
22800822,ROBINSON
817661,猫になりたい
818118,空も飞べるはず(Album Version)
488388667,歌ウサギ
816750,若叶
817888,チェリー
22800768,枫
816862,魔法のコトバ
31446197,雪風 - (日剧《不便的便利屋》片尾曲 / ドラマ「不便な便利屋」エンディングテーマ)
816780,不思议
26092384,夜を駆ける
817649,流れ星
818213,君が思い出になる前に
817686,おっぱい
817055,鱼
816786,P
817674,コスモス
22800762,ジュテーム?
863872,チェリー【「四丁目」(下座音楽)入り】:笛・琴・三味線・鳴物
410446600,みなと
422790889,コメット
818412,田舎の生活
817977,ハチミツ - (真人电影《蜂蜜与四叶草》插曲)
26040348,運命の人
482988529,ヘビーメロウ
816508,新月
816948,春の歌
816993,ほのほ
816768,桃
22800849,多摩川
817655,スピカ
817657,旅人
26092401,楓
817028,正梦 - (电视剧《大眼女》主题曲/ドラマ「めだか」主題歌)
22800772,青い车
22800775,スカーレット
816431,タイム・トラベル
817347,遥か
817462,ホタル
22800780,冷たい頬
22800769,渚
816428,三日月ロック その3
28798919,愛のことば-2014mix-
817177,水色の街
34497570,口ビンソン
816433,夕焼け
22800777,涙がキラリ☆
歌手名字,ワカバ
863974,明日、僕は君に会いに行く。 - (TV动画《世界第一初恋》第一季片尾曲 / TVアニメ「世界一初恋」第1期EDテーマ)
22746704,いちばん好きな人
22746713,君の歌
22746712,あかり
22746721,本当に仆でいいんですか(ワカバージョン)
863977,チャッチャッ チャチャチャ
22746711,口笛
31152475,見せたいもの
864170,大地のかみさま
864174,大きな木になりたい
864176,君と仆
864206,出発进行
864179,イメージ
864211,お空
864181,ふうりん
864216,大好きです
864184,そばにいて
864221,バッチ恋
864186,夕立
864227,游べや
864189,冒険
864232,寿
864192,歩道
864237,トートバック
864241,素直な気持ち
864245,がんばろう
864138,旅日记
864141,きらく
864144,あらそい
864148,"たとえ谁かを,君が谁かを,好きになったとしても"
864152,パズル
864156,トートバッグ(5.31ワカバファミリー祭ヴァージョン)
568207923,牛乳
568207924,センボンノック
568207925,さよなら
568207926,なんでか
568207927,正三角形
568207928,ふたりのり
864128,クラスメイト
864130,ヨセントッパ!
864116,星の降る街(Instrumental) - instrumental
864119,君が零れ落ちた夜(Instrumental) - instrumental
864089,ZEROからはじめるストーリー
864093,ビューティーフォー・デイ
22746717,王様は裸だ!!
22746718,teru teru
22746719,ビューティフォー デイ
22746722,ヤンバルクイナが飞んだ(ワカバージョン)
22746723,ふるさと
22746706,HONKY TONKY BOY
歌手名字,UPLIFT SPICE
22736708,カノジョ
22736694,オメガリズム
22736672,ガリレオ
22736703,ミュゲー
22736710,カタチ
22736712,NGC224
28233271,ØØØ
28233269,TheHangedMan
28233276,F*** Darlin'
38673203,X-DAY
22736707,鬼
22736705,=
28233275,マーニとハティ
22736717,雷雨
22736726,青空が渗んだ日
22736702,未完成
22736706,Hallelujah
22736713,摩天楼
22736673,空华
28233273,カルト
22736718,天の川
22736688,Justice
855039,虹のふもと
425015191,MARINE SNOW
22736695,クラインの心臓
22736692,七つの海
38673201,バイナリ
22736711,パンドラの箱
22736697,银河赤道
22736682,シェルター
425008253,砂の星
22736680,风の岬
22736696,diorama
22736728,射的
38679181,BAPTISMA
425015192,CRIMSON CRIMSON
22736678,ZERO-IN
22736714,二十三夜
28233272,Irony
28233279,The End
425008252,SSFMe
425008255,WANDERLUST
22736676,スターバースト
22736699,あみだくじ
28233270,U & I
425008256,THE MUSMUS RIOT
22736709,华と蝶
22736704,ボディーガード
22736719,鼓膜
425015195,NEOPOLIS
歌手名字,シド
28272047,嘘
28272061,レイン - (TV动画《钢之炼金术师 FULLMETAL ALCHEMIST》OP5 / TVアニメ「鋼の錬金術師 FULLMETAL ALCHEMIST」OP5)
4915585,乱舞のメロディ
27523666,モノクロのキス - (TV动画《黑执事》片头曲 / TVアニメ「黒執事」OP)
27667115,走馬灯
414867,モノクロのキス-
28938658,ENAMEL - (TV动画《黑执事 Book of Circus》OP / TVアニメ「黒執事 Book of Circus」オープニング・テーマ)
454435404,硝子の瞳 - (剧场版《黑执事 豪华客船篇》主题曲 / 劇場版「黒執事 Book of the Atlantic」主題歌)
549664398,ASH - (TV动画《Fate / Apocrypha》主题曲2 / TVアニメ「Fate / Apocrypha」第2クールオープニングテーマ)
27927517,ANNIVERSARY - (TV动画《魔笛MAGI》第2期OP1 / TVアニメ「マギ」第2期OPテーマ1)
753002,私は雨
752844,御手纸
26381083,V.I.P
28272065,ドラマ
22643631,落园
752746,夏恋
752993,紫阳花
453268524,硝子の瞳  - (剧场版动画《黑执事：大西洋之书》OP / 劇場版アニメーション『黒執事 Book of the Atlantic』主題歌)
493752073,螺旋のユメ - (TV动画《将国之天鹰星》片头曲 / TVアニメ「将国のアルタイル」OPテーマ)
752440,sleep
22643613,S - (映画“贞子3D”主题歌)
1302461758,いちばん好きな場所
22643668,ミルク
27853825,ANNIVERSARY - アニメVer. -
752547,日伞
752722,蜜指?ミツユビ?
22643635,光
480583674,バタフライエフェクト
753034,"空(から)の便笺,空(そら)への手纸"
752559,2℃目の彼女
752445,歌姫
752697,涙の温度
752898,アリバイ
753026,妄想日记
1302463198,Reverb
